Accession	Protein name	Molecular Weight	pacFA.hit
E9PWY9	Phenylalanine--tRNA ligase alpha subunit OS=Mus musculus GN=Farsa PE=3 SV=1	57 kDa	1
E9PX65	Tyrosine--tRNA ligase, mitochondrial OS=Mus musculus GN=Yars2 PE=3 SV=1	39 kDa	1
E9PZ16	Basement membrane-specific heparan sulfate proteoglycan core protein OS=Mus musculus GN=Hspg2 PE=4 SV=1	470 kDa	1
E9Q0U7	Heat shock protein 105 kDa OS=Mus musculus GN=Hsph1 PE=3 SV=1	92 kDa	1
E9Q317	Protein Gm10094 OS=Mus musculus GN=Gm10094 PE=4 SV=1	20 kDa	1
E9Q3G8	Protein Nup153 OS=Mus musculus GN=Nup153 PE=4 SV=1	152 kDa	1
E9Q3Q6	CD166 antigen OS=Mus musculus GN=Alcam PE=4 SV=1	64 kDa	1
E9QA16	Protein Cald1 OS=Mus musculus GN=Cald1 PE=4 SV=1	62 kDa	1
E9QA30	Annexin OS=Mus musculus GN=Anxa1 PE=3 SV=1	40 kDa	1
E9QAS4	Chromodomain-helicase-DNA-binding protein 4 OS=Mus musculus GN=Chd4 PE=4 SV=1	216 kDa	1
E9QB02	Methionine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Mars PE=3 SV=1	102 kDa	1
E9QN31	Putative ribosomal RNA methyltransferase NOP2 OS=Mus musculus GN=Nop2 PE=4 SV=1	87 kDa	1
F5H8M6	Uncharacterized protein OS=Mus musculus GN=Gm10260 PE=3 SV=1	18 kDa	1
F6PXL5	Protein Nup205 OS=Mus musculus GN=Nup205 PE=4 SV=1	227 kDa	1
F6U106	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus GN=Hnrnpa2b1 PE=4 SV=1	37 kDa	1
F7AWB4	Uncharacterized protein (Fragment) OS=Mus musculus GN=Uap1l1 PE=4 SV=1	57 kDa	1
F8VPM4	Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Mus musculus GN=Hnrnpul2 PE=4 SV=1	85 kDa	1
F8WH59	Serine/arginine-rich-splicing factor 7 OS=Mus musculus GN=Srsf7 PE=4 SV=1	31 kDa	1
F8WH86	Transcription elongation factor B polypeptide 2 OS=Mus musculus GN=Tceb2 PE=4 SV=1	13 kDa	1
F8WHX7	Protein Qk OS=Mus musculus GN=Qk PE=4 SV=1	38 kDa	1
G3UWA6	4F2 cell-surface antigen heavy chain OS=Mus musculus GN=Slc3a2 PE=4 SV=1	62 kDa	1
G3UXT7	RNA-binding protein FUS (Fragment) OS=Mus musculus GN=Fus PE=4 SV=1	14 kDa	1
G3X8Y3	N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Mus musculus GN=Naa15 PE=4 SV=1	101 kDa	1
G3XA10	Heterogeneous nuclear ribonucleoprotein U OS=Mus musculus GN=Hnrnpu PE=4 SV=1	87 kDa	1
G3XA17	Eukaryotic translation initiation factor 4 gamma 2 OS=Mus musculus GN=Eif4g2 PE=4 SV=1	102 kDa	1
G3XA25	Acetyl-CoA acetyltransferase, cytosolic OS=Mus musculus GN=Acat2 PE=3 SV=1	38 kDa	1
G5E8N5	L-lactate dehydrogenase OS=Mus musculus GN=Ldha PE=3 SV=1	40 kDa	1
H3BJ30	Cleavage and polyadenylation-specificity factor subunit 6 OS=Mus musculus GN=Cpsf6 PE=4 SV=1	59 kDa	1
H3BKN0	tRNA (cytosine(34)-C(5))-methyltransferase OS=Mus musculus GN=Nsun2 PE=4 SV=1	81 kDa	1
H3BLL3	Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Mus musculus GN=Lrch4 PE=4 SV=1	70 kDa	1
O08553	Dihydropyrimidinase-related protein 2 OS=Mus musculus GN=Dpysl2 PE=1 SV=2	62 kDa	1
O08807	Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1	31 kDa	1
O70194	Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus GN=Eif3d PE=1 SV=2	64 kDa	1
O70400	PDZ and LIM domain protein 1 OS=Mus musculus GN=Pdlim1 PE=2 SV=4	36 kDa	1
P05132	cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3	41 kDa	1
P09103	Protein disulfide-isomerase OS=Mus musculus GN=P4hb PE=1 SV=2	57 kDa	1
P11440	Cyclin-dependent kinase 1 OS=Mus musculus GN=Cdk1 PE=1 SV=3	34 kDa	1
P12787	Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus GN=Cox5a PE=1 SV=2	16 kDa	1
P17182	Alpha-enolase OS=Mus musculus GN=Eno1 PE=1 SV=3	47 kDa	1
P19253	60S ribosomal protein L13a OS=Mus musculus GN=Rpl13a PE=1 SV=4	23 kDa	1
P21126	Ubiquitin-like protein 4A OS=Mus musculus GN=Ubl4a PE=2 SV=1	18 kDa	1
P23116	Eukaryotic translation initiation factor 3 subunit A OS=Mus musculus GN=Eif3a PE=1 SV=5	162 kDa	1
P24547	Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus GN=Impdh2 PE=1 SV=2	56 kDa	1
P24549	Retinal dehydrogenase 1 OS=Mus musculus GN=Aldh1a1 PE=1 SV=5	54 kDa	1
P26041	Moesin OS=Mus musculus GN=Msn PE=1 SV=3	68 kDa	1
P27773	Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2	57 kDa	1
P28301	Protein-lysine 6-oxidase OS=Mus musculus GN=Lox PE=2 SV=1	47 kDa	1
P34022	Ran-specific GTPase-activating protein OS=Mus musculus GN=Ranbp1 PE=1 SV=2	24 kDa	1
P35278	Ras-related protein Rab-5C OS=Mus musculus GN=Rab5c PE=1 SV=2	23 kDa	1
P35486	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus GN=Pdha1 PE=1 SV=1	43 kDa	1
P42932	T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3	60 kDa	1
P43277	Histone H1.3 OS=Mus musculus GN=Hist1h1d PE=1 SV=2	22 kDa	1
P47754	F-actin-capping protein subunit alpha-2 OS=Mus musculus GN=Capza2 PE=1 SV=3	33 kDa	1
P49312	Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus GN=Hnrnpa1 PE=1 SV=2	34 kDa	1
P54822	Adenylosuccinate lyase OS=Mus musculus GN=Adsl PE=2 SV=2	55 kDa	1
P56480	ATP synthase subunit beta, mitochondrial OS=Mus musculus GN=Atp5b PE=1 SV=2	56 kDa	1
P58059	28S ribosomal protein S21, mitochondrial OS=Mus musculus GN=Mrps21 PE=2 SV=1	11 kDa	1
P58064	28S ribosomal protein S6, mitochondrial OS=Mus musculus GN=Mrps6 PE=2 SV=3	14 kDa	1
P58252	Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2	95 kDa	1
P60229	Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus GN=Eif3e PE=1 SV=1	52 kDa	1
P60335	Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1	37 kDa	1
P60867	40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1	13 kDa	1
P62264	40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3	16 kDa	1
P62858	40S ribosomal protein S28 OS=Mus musculus GN=Rps28 PE=2 SV=1	8 kDa	1
P63094	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short OS=Mus musculus GN=Gnas PE=1 SV=1	46 kDa	1
P63242	Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2	17 kDa	1
P67984	60S ribosomal protein L22 OS=Mus musculus GN=Rpl22 PE=2 SV=2	15 kDa	1
P70372	ELAV-like protein 1 OS=Mus musculus GN=Elavl1 PE=1 SV=2	36 kDa	1
P80313	T-complex protein 1 subunit eta OS=Mus musculus GN=Cct7 PE=1 SV=1	60 kDa	1
P80314	T-complex protein 1 subunit beta OS=Mus musculus GN=Cct2 PE=1 SV=4	57 kDa	1
P80315	T-complex protein 1 subunit delta OS=Mus musculus GN=Cct4 PE=1 SV=3	58 kDa	1
P97310	DNA replication licensing factor MCM2 OS=Mus musculus GN=Mcm2 PE=1 SV=3	102 kDa	1
Q04750	DNA topoisomerase 1 OS=Mus musculus GN=Top1 PE=1 SV=2	91 kDa	1
Q04857	Collagen alpha-1(VI) chain OS=Mus musculus GN=Col6a1 PE=2 SV=1	108 kDa	1
Q0PD66	RAB1B, member RAS oncogene family, isoform CRA_c OS=Mus musculus GN=Rab1b PE=2 SV=1	22 kDa	1
Q3TRH2	26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=2 SV=1	48 kDa	1
Q3TXV4	Rab22B OS=Mus musculus GN=Rab31 PE=2 SV=1	21 kDa	1
Q3U0V1	Far upstream element-binding protein 2 OS=Mus musculus GN=Khsrp PE=1 SV=2	77 kDa	1
Q3U4T8	MCG10694, isoform CRA_a OS=Mus musculus GN=Mcm7 PE=2 SV=1	81 kDa	1
Q3U6P5	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus GN=Hnrnpc PE=2 SV=1	37 kDa	1
Q3UCF2	MCG18249, isoform CRA_a OS=Mus musculus GN=Cdc5l PE=2 SV=1	92 kDa	1
Q3UDE2	Tubulin--tyrosine ligase-like protein 12 OS=Mus musculus GN=Ttll12 PE=1 SV=1	74 kDa	1
Q3UDY2	Sphingosine-1-phosphate phosphatase 1, isoform CRA_a OS=Mus musculus GN=Sgpp1 PE=2 SV=1	48 kDa	1
Q3UFV9	DnaJ (Hsp40) homolog, subfamily C, member 3 OS=Mus musculus GN=Dnajc3 PE=2 SV=1	57 kDa	1
Q499X4	Vesicle amine transport protein 1 homolog (T californica) OS=Mus musculus GN=Vat1 PE=2 SV=1	43 kDa	1
Q5F2L2	Alpha-(1,3)-fucosyltransferase 10 OS=Mus musculus GN=Fut10 PE=2 SV=1	56 kDa	1
Q5M9L0	Eukaryotic translation initiation factor 3, subunit H OS=Mus musculus GN=Eif3h PE=2 SV=1	40 kDa	1
Q5SQB7	MCG68069 OS=Mus musculus GN=Npm1 PE=2 SV=1	33 kDa	1
Q60605	Isoform Smooth muscle of Myosin light polypeptide 6 OS=Mus musculus GN=Myl6	17 kDa	1
Q60864	Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1	63 kDa	1
Q60865	Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2	78 kDa	1
Q61553	Fascin OS=Mus musculus GN=Fscn1 PE=1 SV=4	55 kDa	1
Q61598	Rab GDP dissociation inhibitor beta OS=Mus musculus GN=Gdi2 PE=1 SV=1	51 kDa	1
Q61656	Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2	69 kDa	1
Q61768	Kinesin-1 heavy chain OS=Mus musculus GN=Kif5b PE=1 SV=3	110 kDa	1
Q62426	Cystatin-B OS=Mus musculus GN=Cstb PE=1 SV=1	11 kDa	1
Q64525	Histone H2B type 2-B OS=Mus musculus GN=Hist2h2bb PE=1 SV=3	14 kDa	1
Q6DID7	Protein wntless homolog OS=Mus musculus GN=Wls PE=1 SV=1	62 kDa	1
Q6ZWV3	60S ribosomal protein L10 OS=Mus musculus GN=Rpl10 PE=2 SV=3	25 kDa	1
Q78IK2	Up-regulated during skeletal muscle growth protein 5 OS=Mus musculus GN=Usmg5 PE=1 SV=1	6 kDa	1
Q80UM7	Mannosyl-oligosaccharide glucosidase OS=Mus musculus GN=Mogs PE=2 SV=1	92 kDa	1
Q80X50	Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1	117 kDa	1
Q8BFW7	Lipoma-preferred partner homolog OS=Mus musculus GN=Lpp PE=1 SV=1	66 kDa	1
Q8BFY9	Transportin-1 OS=Mus musculus GN=Tnpo1 PE=1 SV=2	102 kDa	1
Q8BJZ4	28S ribosomal protein S35, mitochondrial OS=Mus musculus GN=Mrps35 PE=2 SV=2	36 kDa	1
Q8BKC5	Importin-5 OS=Mus musculus GN=Ipo5 PE=1 SV=3	124 kDa	1
Q8BKG3	Inactive tyrosine-protein kinase 7 OS=Mus musculus GN=Ptk7 PE=1 SV=1	118 kDa	1
Q8BMK4	Cytoskeleton-associated protein 4 OS=Mus musculus GN=Ckap4 PE=2 SV=2	64 kDa	1
Q8BML9	Glutaminyl-tRNA synthetase OS=Mus musculus GN=Qars PE=2 SV=1	88 kDa	1
Q8BP40	Lysophosphatidic acid phosphatase type 6 OS=Mus musculus GN=Acp6 PE=2 SV=1	48 kDa	1
Q8BVE3	V-type proton ATPase subunit H OS=Mus musculus GN=Atp6v1h PE=1 SV=1	56 kDa	1
Q8C180	Fibroblast growth factor receptor substrate 2 OS=Mus musculus GN=Frs2 PE=1 SV=3	57 kDa	1
Q8CGC7	Bifunctional glutamate/proline--tRNA ligase OS=Mus musculus GN=Eprs PE=2 SV=4	170 kDa	1
Q8CJ26	Death domain-containing membrane protein NRADD OS=Mus musculus GN=Nradd PE=1 SV=1	25 kDa	1
Q8K190	SAYSvFN domain-containing protein 1 OS=Mus musculus GN=Saysd1 PE=2 SV=1	21 kDa	1
Q8K298	Actin-binding protein anillin OS=Mus musculus GN=Anln PE=1 SV=2	123 kDa	1
Q8R1F1	Niban-like protein 1 OS=Mus musculus GN=Fam129b PE=1 SV=2	85 kDa	1
Q8R3C6	Probable RNA-binding protein 19 OS=Mus musculus GN=Rbm19 PE=1 SV=1	106 kDa	1
Q8R3Q0	Store-operated calcium entry-associated regulatory factor OS=Mus musculus GN=Tmem66 PE=2 SV=2	36 kDa	1
Q8VCG1	Deoxyuridine triphosphatase OS=Mus musculus GN=Dut PE=2 SV=1	21 kDa	1
Q8VDN2	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1	113 kDa	1
Q8VHM5	Heterogeneous nuclear ribonucleoprotein R OS=Mus musculus GN=Hnrnpr PE=2 SV=1	71 kDa	1
Q91VE6	MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus GN=Mki67ip PE=2 SV=1	36 kDa	1
Q99KI0	Aconitate hydratase, mitochondrial OS=Mus musculus GN=Aco2 PE=1 SV=1	85 kDa	1
Q99LB4	Capping protein (Actin filament), gelsolin-like OS=Mus musculus GN=Capg PE=1 SV=1	39 kDa	1
Q99LD8	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Mus musculus GN=Ddah2 PE=1 SV=1	30 kDa	1
Q99LF4	tRNA-splicing ligase RtcB homolog OS=Mus musculus GN=D10Wsu52e PE=2 SV=1	55 kDa	1
Q99P88	Nuclear pore complex protein Nup155 OS=Mus musculus GN=Nup155 PE=2 SV=1	155 kDa	1
Q9CQ54	NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus GN=Ndufc2 PE=1 SV=1	14 kDa	1
Q9CQS4	Solute carrier family 25 member 46 OS=Mus musculus GN=Slc25a46 PE=1 SV=1	46 kDa	1
Q9CT10	Ran-binding protein 3 OS=Mus musculus GN=Ranbp3 PE=1 SV=2	53 kDa	1
Q9CWJ9	Bifunctional purine biosynthesis protein PURH OS=Mus musculus GN=Atic PE=1 SV=2	64 kDa	1
Q9CY46	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae), isoform CRA_b OS=Mus musculus GN=Lsm4 PE=2 SV=1	15 kDa	1
Q9D051	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1	39 kDa	1
Q9D0I9	Arginine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Rars PE=2 SV=2	76 kDa	1
Q9D162	Coiled-coil domain-containing protein 167 OS=Mus musculus GN=Ccdc167 PE=2 SV=2	11 kDa	1
Q9D1H8	39S ribosomal protein L53, mitochondrial OS=Mus musculus GN=Mrpl53 PE=2 SV=1	13 kDa	1
Q9D1I6	39S ribosomal protein L14, mitochondrial OS=Mus musculus GN=Mrpl14 PE=2 SV=1	16 kDa	1
Q9D1M4	Eukaryotic translation elongation factor 1 epsilon-1 OS=Mus musculus GN=Eef1e1 PE=2 SV=1	20 kDa	1
Q9D828	Protein Tfg OS=Mus musculus GN=Tfg PE=2 SV=1	42 kDa	1
Q9DBG5	Perilipin-3 OS=Mus musculus GN=Plin3 PE=1 SV=1	47 kDa	1
Q9JLI8	Squamous cell carcinoma antigen recognized by T-cells 3 OS=Mus musculus GN=Sart3 PE=2 SV=1	110 kDa	1
Q9JLQ0	CD2-associated protein OS=Mus musculus GN=Cd2ap PE=1 SV=3	70 kDa	1
Q9JM62	Isoform 2 of Receptor expression-enhancing protein 6 OS=Mus musculus GN=Reep6	19 kDa	1
Q9R1Z8	Vinexin OS=Mus musculus GN=Sorbs3 PE=1 SV=1	82 kDa	1
Q9WTI7	Isoform 3 of Unconventional myosin-Ic OS=Mus musculus GN=Myo1c	120 kDa	1
Q9WU62	Inner centromere protein OS=Mus musculus GN=Incenp PE=1 SV=2	101 kDa	1
Q9WUA2	Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=2 SV=2	66 kDa	1
Q9WV32	Actin-related protein 2/3 complex subunit 1B OS=Mus musculus GN=Arpc1b PE=1 SV=4	41 kDa	1
Q9Z1M8	Protein Red OS=Mus musculus GN=Ik PE=2 SV=2	66 kDa	1
A1A4T2	Alpha glucosidase 2 alpha neutral subunit OS=Mus musculus GN=Ganab PE=2 SV=1	109 kDa	1
B2RXM7	MCG113697 OS=Mus musculus GN=Sarnp PE=2 SV=1	24 kDa	1
D3YYM6	40S ribosomal protein S5 (Fragment) OS=Mus musculus GN=Rps5 PE=3 SV=1	20 kDa	1
E9Q8W8	Heterogeneous nuclear ribonucleoprotein L OS=Mus musculus GN=Hnrnpl PE=4 SV=1	64 kDa	1
F7C5V8	Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1 PE=4 SV=1	118 kDa	1
O35704	Serine palmitoyltransferase 1 OS=Mus musculus GN=Sptlc1 PE=2 SV=2	53 kDa	1
O88983	Syntaxin-8 OS=Mus musculus GN=Stx8 PE=1 SV=1	27 kDa	1
P09405	Nucleolin OS=Mus musculus GN=Ncl PE=1 SV=2	77 kDa	1
P09411	Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4	45 kDa	1
P14869	60S acidic ribosomal protein P0 OS=Mus musculus GN=Rplp0 PE=1 SV=3	34 kDa	1
P17879	Heat shock 70 kDa protein 1B OS=Mus musculus GN=Hspa1b PE=1 SV=3	70 kDa	1
P17918	Proliferating cell nuclear antigen OS=Mus musculus GN=Pcna PE=1 SV=2	29 kDa	1
P23198	Chromobox protein homolog 3 OS=Mus musculus GN=Cbx3 PE=1 SV=2	21 kDa	1
P29341	Polyadenylate-binding protein 1 OS=Mus musculus GN=Pabpc1 PE=1 SV=2	71 kDa	1
P30681	High mobility group protein B2 OS=Mus musculus GN=Hmgb2 PE=1 SV=3	24 kDa	1
P35762	CD81 antigen OS=Mus musculus GN=Cd81 PE=1 SV=1	26 kDa	1
P48428	Tubulin-specific chaperone A OS=Mus musculus GN=Tbca PE=2 SV=3	13 kDa	1
P56399	Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1	96 kDa	1
P62746	Rho-related GTP-binding protein RhoB OS=Mus musculus GN=Rhob PE=1 SV=1	22 kDa	1
P62908	40S ribosomal protein S3 OS=Mus musculus GN=Rps3 PE=1 SV=1	27 kDa	1
P80316	T-complex protein 1 subunit epsilon OS=Mus musculus GN=Cct5 PE=1 SV=1	60 kDa	1
P80318	T-complex protein 1 subunit gamma OS=Mus musculus GN=Cct3 PE=1 SV=1	61 kDa	1
Q3TQX5	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked OS=Mus musculus GN=Ddx3x PE=2 SV=1	73 kDa	1
Q544R5	MCG16669, isoform CRA_b OS=Mus musculus GN=Tardbp PE=2 SV=1	45 kDa	1
Q5SUS9	Ewing sarcoma breakpoint region 1 OS=Mus musculus GN=Ewsr1 PE=2 SV=1	69 kDa	1
Q60597	Isoform 4 of 2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh	118 kDa	1
Q61035	Histidine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Hars PE=2 SV=2	57 kDa	1
Q6P5H2	Nestin OS=Mus musculus GN=Nes PE=1 SV=1	207 kDa	1
Q80TT4	MKIAA0719 protein (Fragment) OS=Mus musculus GN=Tomm70a PE=2 SV=1	70 kDa	1
Q8K0D5	Elongation factor G, mitochondrial OS=Mus musculus GN=Gfm1 PE=2 SV=1	84 kDa	1
Q8R1B4	Eukaryotic translation initiation factor 3 subunit C OS=Mus musculus GN=Eif3c PE=1 SV=1	106 kDa	1
Q9CZN7	Serine hydroxymethyltransferase OS=Mus musculus GN=Shmt2 PE=2 SV=1	56 kDa	1
Q9Z127	Large neutral amino acids transporter small subunit 1 OS=Mus musculus GN=Slc7a5 PE=1 SV=2	56 kDa	1
Q9Z2X1	Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus GN=Hnrnpf PE=1 SV=3	46 kDa	1
P21279	Guanine nucleotide-binding protein G(q) subunit alpha OS=Mus musculus GN=Gnaq PE=1 SV=4	42 kDa	1
P51660	Peroxisomal multifunctional enzyme type 2 OS=Mus musculus GN=Hsd17b4 PE=1 SV=3	79 kDa	1
P97792	Coxsackievirus and adenovirus receptor homolog OS=Mus musculus GN=Cxadr PE=1 SV=1	40 kDa	1
Q2TBE6	Phosphatidylinositol 4-kinase type 2-alpha OS=Mus musculus GN=Pi4k2a PE=1 SV=1	54 kDa	1
Q58E59	Splicing factor 3a, subunit 3 OS=Mus musculus GN=Sf3a3 PE=2 SV=1	59 kDa	1
Q6P5F7	Protein tweety homolog 3 OS=Mus musculus GN=Ttyh3 PE=1 SV=1	58 kDa	1
Q99JY0	Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus GN=Hadhb PE=1 SV=1	51 kDa	1
Q9D2G2	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Mus musculus GN=Dlst PE=1 SV=1	49 kDa	1
A2AH85	116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=4 SV=1	109 kDa	2
A2AMQ1	MCG15179 OS=Mus musculus GN=5730494N06Rik PE=4 SV=1	13 kDa	2
B1ASQ2	Apolipoprotein O OS=Mus musculus GN=Apoo PE=4 SV=1	23 kDa	2
B1AZ43	Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus GN=Baiap2 PE=4 SV=1	57 kDa	2
B1B0I4	24-dehydrocholesterol reductase OS=Mus musculus GN=Dhcr24 PE=4 SV=1	60 kDa	2
B2RUC7	Serine/threonine kinase receptor associated protein OS=Mus musculus GN=Strap PE=2 SV=1	38 kDa	2
B2RUG7	Zinc finger RNA binding protein OS=Mus musculus GN=Zfr PE=2 SV=1	114 kDa	2
B2RUM8	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 OS=Mus musculus GN=Ddx18 PE=2 SV=1	74 kDa	2
B8JJ92	Apoptotic chromatin condensation inducer 1 OS=Mus musculus GN=Acin1 PE=4 SV=1	67 kDa	2
D3Z3V2	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 OS=Mus musculus GN=St3gal2 PE=4 SV=1	35 kDa	2
E9Q8F0	RNA-binding protein 39 OS=Mus musculus GN=Rbm39 PE=4 SV=1	47 kDa	2
E9QPM1	Protein FAM134B OS=Mus musculus GN=Fam134b PE=4 SV=1	53 kDa	2
F8WHP8	ATP synthase subunit f, mitochondrial OS=Mus musculus GN=Atp5j2 PE=4 SV=1	9 kDa	2
H7BX41	Protein Rab1 OS=Mus musculus GN=Rab1 PE=3 SV=1	22 kDa	2
O54984	ATPase Asna1 OS=Mus musculus GN=Asna1 PE=1 SV=2	39 kDa	2
O70572	Sphingomyelin phosphodiesterase 2 OS=Mus musculus GN=Smpd2 PE=1 SV=1	47 kDa	2
P35293	Ras-related protein Rab-18 OS=Mus musculus GN=Rab18 PE=2 SV=2	23 kDa	2
P45700	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA OS=Mus musculus GN=Man1a1 PE=1 SV=1	73 kDa	2
P45878	Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus GN=Fkbp2 PE=1 SV=1	15 kDa	2
P47962	60S ribosomal protein L5 OS=Mus musculus GN=Rpl5 PE=1 SV=3	34 kDa	2
P97363	Serine palmitoyltransferase 2 OS=Mus musculus GN=Sptlc2 PE=2 SV=2	63 kDa	2
Q05769	Prostaglandin G/H synthase 2 OS=Mus musculus GN=Ptgs2 PE=1 SV=1	69 kDa	2
Q0PD48	MCG116026, isoform CRA_a OS=Mus musculus GN=Rab9 PE=2 SV=1	23 kDa	2
Q14AZ9	Zinc binding alcohol dehydrogenase, domain containing 2 OS=Mus musculus GN=Zadh2 PE=2 SV=1	41 kDa	2
Q14C26	Novel protein (2900064A13Rik) OS=Mus musculus GN=2900064A13Rik PE=2 SV=1	26 kDa	2
Q3T9H9	Fatty acid desaturase 3, isoform CRA_a OS=Mus musculus GN=Fads3 PE=2 SV=1	51 kDa	2
Q3UI84	Replication factor C subunit 4 OS=Mus musculus GN=Rfc4 PE=2 SV=1	41 kDa	2
Q564E5	Williams-Beuren syndrome chromosome region 1 homolog (Human), isoform CRA_a OS=Mus musculus GN=Eif4h PE=2 SV=1	27 kDa	2
Q5SUY2	MCG50294 OS=Mus musculus GN=Mrpl27 PE=4 SV=1	16 kDa	2
Q5SX46	Mitochondrial 2-oxoglutarate/malate carrier protein (Fragment) OS=Mus musculus GN=Slc25a11 PE=2 SV=1	21 kDa	2
Q61029	Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma OS=Mus musculus GN=Tmpo PE=1 SV=4	50 kDa	2
Q61550	Double-strand-break repair protein rad21 homolog OS=Mus musculus GN=Rad21 PE=1 SV=3	72 kDa	2
Q8BH07	ADP-ribosylation factor-like protein 6-interacting protein 6 OS=Mus musculus GN=Arl6ip6 PE=1 SV=1	25 kDa	2
Q8BHE0	Proline-rich protein 11 OS=Mus musculus GN=Prr11 PE=2 SV=1	41 kDa	2
Q8K273	Membrane magnesium transporter 1 OS=Mus musculus GN=Mmgt1 PE=2 SV=1	15 kDa	2
Q8VCL2	Protein SCO2 homolog, mitochondrial OS=Mus musculus GN=Sco2 PE=2 SV=1	29 kDa	2
Q8VDP4	DBIRD complex subunit KIAA1967 homolog OS=Mus musculus PE=1 SV=2	103 kDa	2
Q91VU9	Golgi SNAP receptor complex member 1 OS=Mus musculus GN=Gosr1 PE=2 SV=1	28 kDa	2
Q91W52	Transmembrane protein 19 OS=Mus musculus GN=Tmem19 PE=2 SV=1	36 kDa	2
Q91XC9	Peroxisomal membrane protein PEX16 OS=Mus musculus GN=Pex16 PE=2 SV=2	39 kDa	2
Q91YN3	Acyl-CoA synthetase long-chain family member 4 OS=Mus musculus GN=Acsl4 PE=2 SV=1	74 kDa	2
Q91YQ5	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=2 SV=1	69 kDa	2
Q920L1	Fatty acid desaturase 1 OS=Mus musculus GN=Fads1 PE=2 SV=1	52 kDa	2
Q99JZ4	GTP-binding protein SAR1a OS=Mus musculus GN=Sar1a PE=2 SV=1	22 kDa	2
Q9CQ69	Cytochrome b-c1 complex subunit 8 OS=Mus musculus GN=Uqcrq PE=1 SV=3	10 kDa	2
Q9CQX2	Cytochrome b5 type B OS=Mus musculus GN=Cyb5b PE=1 SV=1	16 kDa	2
